,id,title,content,gender,topics,school,department,with_images,OUTCOME
62,255193918,#分享 黑科技磁吸睫毛，懶人化妝超方便！,無意間看到一個IG代理了磁吸睫毛 觀望一陣子，查了小紅書好像很好用！  12月下訂後大概等2週，使用也超過2個月了～ 使用方法也容易上手  我買了兩款，歪歪的是因為我戴很久有變形喔！    柔絲棕 戴起來很像自己刷睫毛膏的感覺非常的自然 平時我很喜歡淡妝用這款，就這樣被我使用超過2個月壽終就寢了😆  看看這龜裂的慘狀，磁力不夠就吸不起來   附上文章使用照 日常隱眼蜜糖💓 MI TESORO蜜緹   皎月黑 戴起來比較像接漫畫睫毛的感覺 需要化一點妝感比較不會突兀  附文章使用照 富家千金感隱眼-MIMA莎莉焦糖、露西歐蕾   —————————  使用方法也很簡單 1.先把睫毛夾翹，可使用裏面附的定型液 2.像夾睫毛一下把睫毛對好在睫毛根部夾上就完成   完全不後悔購買的商品   因為從事服務業很多客人都會問是哪裡接的睫毛? 同事跟朋友也被我推坑❤️ 我騎車也沒有因為風過大而被吹掉，除非你有習慣揉眼睛等習慣 基本上一整天都不太會掉～   不定期分享，謝謝大家的追蹤與❤️ ,F,"['睫毛', '懶人', '情報', '眼妝', '美妝']",一粒莎,lilisa1,FALSE,0
63,255193742,#分享 蘭芝睡美人極萃滋養晚安唇膜 #D樂園推推,趁著徵文活動發文again XDD   嘴唇乾就算了好死不死我又壞習慣很愛敏嘴唇😐 導致不管夏天（有冷氣）冬天（很乾）嘴唇總是乾到不行 蘭芝的唇膜真的是乾唇人大救星✨ 已經用空兩三罐了，真的離不開他耶 睡前厚厚的敷一層，起床後就有水噹噹的唇了👄😻 ,F,"['D樂園推推', '蘭芝我的澎潤我做主']",艾莉森森,alisonnn__,FALSE,1
64,255193686,#分享 DR.WU 神經醯胺保濕精華使用心得 #D樂園推推,剛好有徵文活動來久違地發文一下XDD  混合偏乾又內乾外油的膚質一直以來都好煩惱😣 怕質地太厚所以常常保濕做得不夠足（有夠糟糕）  趁momo特價的時候入了這款神經醯胺保濕精華二入組，才發現這個保濕的大蜜糖🍯 刷完酸或是用完A醇的脫皮乾燥有感舒緩，一下子兩罐就都空瓶了🫙 小小的包裝完全不怕用不完不夠新鮮💯   最近看到DR.WU✨超微C美白精華寫的介紹：三種維他命複合以達到斷黑與勻亮膚色的同時，還有菸鹼醯安舒緩抗炎，有夠燒🔥   之後手邊保養品用一段落後再來手刀入🧚‍♀️,F,"['D樂園推推', 'DRWU超微C美白', 'DRWU']",艾莉森森,alisonnn__,FALSE,1
65,255193633,#分享 🇰🇷韓國Olive Young買什麼？🔟樣熱門分享🛒✨, 𝟰天𝟯夜的🇰🇷行程裡 我就去了𝟲家𝗢𝗹𝗶𝘃𝗲 𝗬𝗼𝘂𝗻𝗴🤣 跟大家分享我在𝗢𝗬買了什麼吧🛒  ㅣ彩妝保養ㅣ  1️⃣ 𝗠𝗮𝗻𝘆𝗼 𝗙𝗮𝗰𝘁𝗼𝗿𝘆深層潔面泡沫（特價₩14600） 🍐：一組（𝟮支）大概𝟯𝟬𝟬多台幣，洗起來也滿🆗的，是會想回購的洗面乳 另外網友熱門推薦的還有一款綠豆洗面乳也是一組（𝟮支），也是會想買來用看看的 推薦程度：⭐️⭐️⭐️⭐️（會想回購）   2️⃣ 𝗧𝗼𝗿𝗿𝗶𝗱𝗲𝗻 𝗗𝗜𝗩𝗘-𝗜𝗡 𝟱𝗗微分子玻尿酸保濕面膜（特價₩15000） 🍐：這款補水面膜大家應該不陌生🤣，𝗢𝗬必推款，我覺得在有特價時買來囤是🆗的 在韓國敷這款很有感，回台灣就還好了🤣（🇰🇷天氣真的很乾） 推薦程度：⭐️⭐️⭐️（特價時可回購）   3️⃣ 🇰🇷𝗥𝗘𝗝𝗨𝗥𝗔𝗡 麗珠蘭二代水光面膜₩28000（特價₩16000） 🍐：這個是我朋友推薦的回春面膜，她說是用敷的水光針，我自己敷完是沒什麼太大的感覺🤣（我也沒試過水光針），我那時候買的時候是₩16000，所以大家有特價的時候再買來試試吧 推薦程度：⭐️⭐️⭐️（特價兼想到的時候會回購）   4️⃣ 𝗦𝗞𝗜𝗡𝗙𝗢𝗢𝗗胡蘿蔔鎮靜保濕棉片（特價₩17600） 🍐：這個是被我🇰🇷站姐同事推坑的，所以我在第一家𝗢𝗬就趕緊買了它（是架上最後一罐），然後！！我後面去的幾間𝗢𝗬都沒有再看到它了，連囤都囤不了！ 推薦程度：⭐️⭐️⭐️⭐️（會想回購）    5️⃣ 𝗔𝗠𝗨𝗦𝗘 𝗡𝗲𝘄 𝗕𝗲𝗯𝗲果凍色唇露（特價₩19000） 🍐：張員瑛代言，真的很難不心動，Amuse的氣墊我也差點要拿了🤣 我自己偏喜歡紅棕色唇膏，小員手上的粉色我不行😖 所以我選了色號07（但我個人還是比較習慣用霧面唇膏）   6️⃣ 𝗧𝗼𝗼 𝗰𝗼𝗼𝗹 𝗳𝗼𝗿 𝘀𝗰𝗵𝗼𝗼𝗹修容贈刷具（特價₩12800） 🍐：這個修容是老網紅了，我那時候看到旁邊🇰🇷小姐姐買了，我就跟著買🤣（但我本人很不會修容） 推薦程度：⭐️⭐️（我覺得這款應該可以說是修容入門款，人手一個的彩妝單品）   7️⃣ 𝗠𝘂𝘇𝗶𝗴𝗮𝗲 𝗠𝗮𝗻𝘀𝗶𝗼𝗻透明顏料罐唇釉𝟲𝗺𝗹（特價₩18000） 🍐：這個是我朋友推薦必買的唇釉，但是色號沒有我最想買的顏色，我盲買一支03跟霧面08，還沒拆封用過🤣   8️⃣ 𝗠𝘂𝘇𝗶𝗴𝗮𝗲 𝗠𝗮𝗻𝘀𝗶𝗼𝗻氣墊粉餅𝟭𝟱𝗴 贈送品牌化妝包（特價₩35000） 🍐：買了這個氣墊後，我再看到其他氣墊都忍住沒買🥹他們家包裝真的深得我心♥︎ 氣墊我一樣是還沒拆封用過，我再找一天有空的時間，把他們家商品開箱一遍✨   （同場加映）𝗛𝗶𝗻𝗴𝗲 沁膚煥顏柔霧氣墊 🍐：這個我沒有買，是我看到旁邊🇰🇷小姐姐有買，但那時我已經買了一顆氣墊了，我就pass這顆了，實體的霧藍殼子很好看，又是一個被包裝吸引到的🤣🤣   9️⃣ 𝗔𝗿𝗶𝘂𝗹 淨膚雙面眼唇卸妝棉𝟱𝟱𝗴（特價₩2850） 🍐：懶人卸妝神器，也是看到網路上很多人推薦，後來跟身邊朋友講到這個好好用的時候，她說她一直都是用這個🤣特價時很可以買！ 而且酷澎上也可以買到，很方便耶 推薦程度：⭐️⭐️⭐️⭐️  ㅣ小東西ㅣ  🔟飛天小女警貼紙（特價） 🍐：完全是私心，我超喜歡飛天小女警，感覺他們是在出清，所有貼紙都有特價，所以我就買了好幾張 推薦程度：⭐️⭐️⭐️⭐️（推薦給也喜歡飛天小女警的朋友們，反正很便宜，每張價格都不超過台幣100元）  ㅣ𝗢𝗹𝗶𝘃𝗲 𝗬𝗼𝘂𝗻𝗴 總結ㅣ 跟在台灣屈臣氏、康是美、寶雅一樣，一進去沒有一個小時出不來的地方🤣 但我這次🇰🇷行程比較趕一些，沒有太多時間好好逛，所以我先查網路上熱門分享，再現場看旁邊🇰🇷女生買什麼我也買什麼🤣，是一個盲買的體驗。  𝗢𝗹𝗶𝘃𝗲 𝗬𝗼𝘂𝗻𝗴 很方便的是可以現場直接刷護照退稅，刷卡匯率也比付現好，真的推薦去韓國玩的朋友，可以去逛逛♥︎,F,"['韓國', '熱門', '美妝', '分享', 'Oliveyoung']",🍐,qqszu,FALSE,0
66,255191563,#分享 那些別人口中のDR.WU杏仁酸使用心得#D樂園推推,趁這次的徵文活動要跟大家分享我的愛用保養品—DR.WU杏仁酸煥膚精華 18%✨  我自己是做一休三去保養！ 個人覺得18%的杏仁酸做一休二負擔還是蠻大的 可以因人而異～  體感上針對油脂分泌、縮小毛孔、代謝粉刺都蠻有感！ 附上使用一週的對照圖（雖然不是很明顯但應該看得出來吧）  最近很心動的是爬文爬到有人推薦8%的杏仁酸可以和A醇以做一休一的方式輪流擦（一天擦A醇隔天換杏仁酸）  幫忙整理官網限時優惠（～4/20） ✨ 早C晚A組合限時特惠價再現折200元 ✨ Dcard專屬折扣：超微C美白單品85折！輸入大使專屬優惠碼再折200💰  活動大使的貼文連結（最下面有折扣碼）🔗 ,F,"['D樂園推推', 'DRWU超微C美白']",國立臺灣大學,,FALSE,1
67,255190052,#分享 瑕疵皮的專櫃粉底液評比（一）,氣墊的文章後一直想要跟大家分享粉底液 想說等換手機 換了手機後懶癌大爆發 好不容易等到有空了 結果爛臉了 現在稍微好一點了不想等了 （再等就沒有文章了 所以我們來看看（微？）瑕疵乾皮的粉底液測評吧！ （謝謝大家看我這段嘮叨，但我下面會繼續嘮叨！會害怕這種風格的，看到這邊請先離開，我玻璃心- ̗̀ ෆ( ˶'ᵕ'˶)ෆ ̖́- ——————————正文——————————  這是我們這次的選手們 總共有15位 因為參賽選手眾多  所以會分為正職組（正裝）PT組（試用）ദ്ദി૮ . ̫ . ა 下面照片皆有化妝鏡的白光光源+iphone14pro前鏡頭拍攝   首先來個素顏的正面照片（不想面對⁝(ᵒ̴̶̷᷄൧̑ ᵒ̴̶̷᷅ )⁝ 性別：女  年齡：23～25中間  膚色：中性偏白？ 雙頰易泛紅有時候起床臉很蠟黃 有明顯的眼下細紋、黑眼圈 眼尾處有小雀斑 面中毛孔較粗大 局部有痘痘+脫皮 自己打完開始容貌焦慮了😐   正職組的臉上顏色試色 大家可以參考這些色號 小光瓶雖然顏色有兩個 但是是測評妝感 所以只有L1會上臉繼續實拍  為了保證公平 都是洗完臉擦乾 不做任何妝前 左臉（鏡像）：無印良品美妝蛋 打溼膨脹 吸乾水分 右臉（鏡像）：毛吉吉 膚色粉撲 乾用（我有好多個） 定妝：suqqu蜜粉/suqqu粉撲 那我們開始實測吧  1.選手：NARS 小光瓶  商品名：Nars 裸光肌萃粉底精華 定價：1900 容量：30ml 色號：L1 OSLO 防曬：沒有找到？  這邊是用無印良品美妝蛋上完妝未定妝的效果 （接下來的照片都會是這邊臉美妝蛋！  這邊是毛吉吉粉撲上完妝未定妝的效果！ 這張不小心離燈比較近，有點變白 （接下來這邊臉都是粉撲！  兩邊未定妝的效果對比  兩邊都用suqqu蜜粉定完妝對比 （接下來都是用同樣蜜粉定妝！  NARS小光瓶心得：自從他上市後我真的常常用它，已經用掉2瓶了，雖然照片好像拍不太出來，我個人比較喜歡粉撲上妝的妝效，上完妝就是奶油肌但有一種皮膚很好的感覺，持妝狀況在我身上也表現的很好。 回購指數：❤️❤️❤️❤️❤️（滿分）   2.植村秀小方瓶  商品名：無極限超時輕粉底 定價：1950 容量：35ml 色號：594 pure sand 防曬：SPF24 PA+++    未定妝  定妝  植村秀小方瓶心得：我是在他還沒出滋潤版前買的，他的妝感很好看，我這個色號有點太白了，對於我這個乾皮來說也太乾了，他是速乾行粉底液一鋪開就要馬上拍，要不然就會乾在臉上，建議分區上妝，加一點點油在粉底液裡面一起上可以增加他在我臉上的服貼、滋潤度，搭配55刷可以快速上妝。 回購：❤️❤️❤️ 我應該會找時間去試試他的滋潤版  3.嬌蘭 24k(舊）  商品名：24K純金光粉底液SPF30/PA+++ 定價：3550（舊版） 容量：30ml 色號：00 防曬：SPF30/PA+++     嬌蘭24k（舊）心得：香味明顯，擠出來的質地偏霜狀不太流動，上臉就是標準的貴婦奶油肌，在貴婦粉底液裡面遮瑕算是比較厲害的，妝感較明顯，喜歡輕透自然妝感的人可以pass，比較滋潤適合秋冬乾燥時使用，舊版最白色號00上臉偏黃，完妝後較我原本膚色暗沉，但因為妝感實在太漂亮，還是用空兩瓶，很厲害的是戴口罩雖然會沾到但不太脫妝！ 回購：❤️❤️❤️❤️會去櫃上試用新版看看  4.YSL 逆齡  商品名：逆齡肌密精萃粉底 定價：2400（舊版） 容量：30ml 色號：B10 防曬：沒有找到     YSL逆齡（舊）心得：色號是買錯的，加上我有變白後他就閒置了，也是很明顯完妝後較我原先膚色暗沉，粉底液不太流動但不至於到似霜狀，是保濕型的粉底液，遮瑕度不太好，持妝夏天挺危險的，不算地雷也不算蜜糖，無功無過的一瓶 回購：❤️  5.香奈兒粉霜  商品名：香奈兒奢華晶鑽賦活粉底乳霜 定價：5010 容量：30ml 色號：B10 防曬：沒有找到     香奈兒粉霜心得：香味明顯，是更固體的霜狀，罐裝設計可以更好用完，但每次都要打開用挖的，保濕跟遮瑕表現都還不錯，上完妝是自然的奶油肌，妝感較24k自然輕透，但持妝度一般般，我個人喜歡他還沒有定妝的妝感，附贈的粉底刷非！常！好！用！但為了評比的公平性，我還是只有用美妝蛋/粉撲，是我媽咪的命定粉底，他回購很多罐了！ 回購：❤️❤️❤️❤️（太貴，用媽咪的就好  6.雅詩蘭黛 粉保溼  商品名：聚光粉保濕粉底精華 定價：2780 容量：30ml 色號：1C0 防曬：SPF20 / PA+++     粉保溼心得：這是我遇到小光瓶前最愛的粉底液，也是我的無腦粉底液，無論膚況天氣不知道要用哪罐，就是用它，保溼跟持妝都不錯，遮瑕中等，妝感篇自然，上妝不太挑手法跟工具，都可以不錯。 回購：❤️❤️❤️❤️❤️（會回購）  7.雅詩蘭黛 白金  商品名：白金級寶石光精華粉底 定價：4880 容量：30ml 色號：1C0 防曬：SPF20 / PA+++      不知道為什麼沒有拍出來定妝前後差別，可能有點晃到？ 白金心得：同為貴婦粉底液一樣擠出來偏霜狀，但雅詩蘭黛默認貴婦沒有瑕疵(;´༎ຶД༎ຶ`)，對於皮膚的修飾力一般，與粉保溼同色號的他會比較亮白一點，上完妝是透亮的光澤感，持妝力一般般甚至有點差，只適合短暫的美麗 回購：❤️❤️  8.資生堂 牛奶粉底液  商品名：MAQuillAGE 心機彩妝 心機水蜜光精華無瑕粉底 定價：1200 容量：25ml 色號：00 防曬：SPF50/PA++++     牛奶粉底心得：粉底液是屬於比較流動的質地，瓶身是塑膠的，但不會感覺很廉價沒質感，防曬是目前最高的，我只能說他不是我的蜜糖(´･_･`)，我怎麼樣都用不太好他，剛上妝感覺還行，但過一陣子常常鼻翼卡粉又不太持妝，我現在都拿來塗脖子( ´･֊･` ) 回購：❤️（應該是不會了，除非我突然跟他和好  正職朋友們（我個人）的總結： 妝感(明顯）重到輕：24k>小方瓶>小光瓶>香奈兒粉霜>逆齡>粉保溼>白金>牛奶 遮瑕：24k>小方瓶=小光瓶>香奈兒粉霜=粉保溼>逆齡>白金>牛奶 價格（單罐）：香奈兒>白金>24k>粉保溼>逆齡>小方瓶>小光瓶>牛奶 防曬：牛奶>24k>小方瓶>粉保溼=白金，其他沒有 不考慮價格喜愛度：小光瓶=粉保溼>24k>香奈兒>小方瓶>白金>逆齡>牛奶 如果需要遮瑕力高一點就直接用粉撲死命拍！拍鼠他！ 美妝蛋會比較吃粉一點，妝感會變得比較輕透～  我打這篇文章📷拍超久 打字打到都快要吐了 如果喜歡請不要害羞 讓我知道有人看  我才有動力打（二） 累鼠了 早知道不要測那麼多粉底了  反正目前還是最愛小光瓶❤️ 如果有其他推薦我用的也可以留言告訴我   (\⑅(\ ໒꒰ྀི˶´˘`˵꒱ྀི১,F,"['分享', '專櫃', '粉底液']",我沒想要活那麼久,sasa__ya623,FALSE,0
68,255189996,#討論 好看的唇釉分享,有人可以推薦哪一牌的唇釉是有咬唇效果(像我照片那樣的感覺)，開架或蝦皮就能買到的，專櫃不考慮  之前買過W.Lab這支唇釉擦起來很好看，但已經買 不到了🥺  ,F,"['美妝', '唇彩']",艾妮,lv201314,FALSE,0
69,255189994,#分享 SK-II深層淨透潔顏油,最近常去各品牌看有什麼不錯的保養品 有遇到一個SK-II天使姐姐 她人很親切也不會強迫推銷 甚至還提供試用品給我回去使用 還拿空罐挖活膚霜給我帶回家用看看 今天過去看了一下商品覺得贈禮方面真的要加油 品牌行銷決策是由中國大陸負責整個大中華區 簡單的說這些SK-II姐姐們真的很難做生意 只有高層那些白癡還活在過去光輝燦爛的時光 回到正題，就剛好閒聊有賣卸妝油嗎？ SK-II姐姐說有啊！而且算滿好用的 她直接拿一大罐和洗面乳要我去洗手間卸妝洗顏 因為我出門會上Elixir 怡麗絲爾美肌乳小金管 這個單純用洗面乳是洗不掉的，要另外卸妝清除 我覺得用起來乳化速度很快，洗完不會特別緊繃 淡淡地香味讓我相當享受，卸妝去除的很乾淨 重點是一大罐250ml要價1950可以9折才1755 我買了2罐用了百貨券折完後才3010 一罐才1505，Sabon 一罐卸妝油也要1280 SK-II的卸妝油其實不算貴，不是那種高不可攀 等我用了習慣後會再回購，畢竟好用不貴      瓶身從以前看到現在都沒有變過，始終如一    新客消費贈禮 青春敷面膜   這個也是新客禮 青春露10ml和活膚霜2.5ml,M,"['SKII', '保養', '美妝', '卸妝', '青春露']",GinzaSix,ginzasix,FALSE,0
70,255189916,#開箱 #分享#克蘭詩-必回購好物-熬夜霜#D樂園推推,今天是來分享入坑許久的克蘭詩必回購好物，有興趣的水水就繼續看下去吧～ 不能沒有它-熬夜霜  它是我第一個入坑的產品也是我每天夜間保養最後一道程序～質地非常清爽，但是又可以達到霜類產品的鎖水功效～ 香味是我覺得很像茶花的味道？我個人非常偏好保養品有香氣，當晚上休息時，閉眼時聞到香味時，會有一種很放鬆很療癒的感覺～  晚上按摩時我都搭配粉晶刮痧版（某年的預購會金萃會員禮？）一起使用～  ⬆️秀一下會員等級，他們家就只有兩種等級，蠻好入手的，每月會員禮「大多都是小樣」這次是新品晶凍⬇️  同場加映一下新的點數兌換也出來了⬇️    這是另一個  新的兌換總共有兩款，我當然是換👆的漾彩組囉～ 此次分享就到這邊～有興趣的水水歡迎在下方分享你最喜歡的克蘭詩產品，克蘭詩的其他產品我改天再來分享吧～幾乎快把保養商品買過一輪的人類～ 謝謝大家～,F,"['克蘭詩', '美妝', '不是好物不推薦', 'D樂園推推', '小資族除舊佈新']",Fanny,happyhappyfanny,FALSE,1
71,255189667,#分享 這輩子會無限回購/囤貨的產品,話不多說直接開始～  各位！！理性消費 有需要再入手～  這個是我很愛的睫毛膏！！刷出來是濃密纖長超級放大雙眼！！多刷幾次也不會結塊沾來沾去～ 我習慣刷的手法是直直往上刷 如果要更濃密才會左右Z字型往上刷（我夾睫毛會用吹風機加熱一下睫毛夾 不要到燙⚠️在上眼夾 會很翹很持久 比加熱型睫毛夾好用…）  這二隻天造地設的一對！！！！像天生臥蠶一樣自然！！BBIA這隻13號顏色很棒 現實中多種角度看臥蠶都不會生硬 就像正常的陰影一樣   TCFS 這個系列有很多色號！！個人用下來09最適合當臥蠶提亮 是帶有細閃的杏色 很貼合眼下膚色  二隻都很絲滑顯色 延展性也很好 這套組合非常完美！！  畫完妝絕對不可以忽略的就是跟脖子的色差！！！ 我完妝後一定擦～有時候也會拿來塗手腳   很好用…是偷偷變漂亮的心機產品！！也是我日常離不開的一樣產品 有化妝就會習慣塗 我是連擦防曬都很討厭吸收很慢、黏膩感的人 這隻素顏霜使用感真的舒服（如果是出去玩有太陽還是要擦防曬不要擦這隻）不用特別卸 洗澡用沐浴乳就洗得掉了！  人生摯愛榜單一定有的卸妝膏！！！我的用法是取一坨到手心乳化開來（原本是乳白色 揉搓用手的溫度加熱會逐漸透明）在上臉 眼睛我會輕輕揉 停留久一點讓睫毛膏能完全卸下來 我用下來是完全不刺激 洗完也不假滑 後續再用洗面乳把臉完全洗乾淨   這罐的評價很兩極 可以多看別人的評價再決定要不要入手 我自己是很喜歡他的洗感 卸的也很乾淨 才一直都是這罐從沒換過   B5一定也是很多人的愛用！！！這條不適合擦過夜會太厚重會很容易悶痘 用來厚敷當面膜用下來感受最好 只要膚況不穩定立馬拿起來敷！！  油橄欖 維穩真的很有感 適合睡前擦 擦上去臉會黃黃是正常的！！不會黑不用怕～ 不分膚質 油皮乾皮都能擦 給我最好的感受是 有時候亂試美白產品 或擦酸臉變的很敏感時用 可以讓肌膚鎮定下來  是用幾天就會很有感的產品   以上就是我挖出來要分享的東西！！有喜歡的還是要多做功課再去入手！！之後有時間會出各種同類型的彩妝合集  ,F,"['回購', '美妝', '不是好物不推薦', '推薦']",BAEK,baek77,FALSE,0
72,255189657,#分享 推坑大家卻放火燒到自己-Makeup forever篇❤️,前幾天剛跟大家分享了清明連假4/4-4/7 Makeup forever的專櫃活動  #情報 Makeup forever蜜粉6折活動！    昨天難得有空閒時間也想去買一個旅行組 新品修片蜜粉7g才$540耶！超級划算😍 逛到嘉義三越櫃上時，人潮真的多到櫃姐沒時間理我🤣 特地繞了好久等到櫃上沒客人才去靠櫃～  原本只想買完旅行組就走人～ 沒想到櫃姐看到我有點泛紅，問我要不要試試教色妝前乳～就把我請進去坐了  因為有上防曬的關係 櫃姐先用冷霜幫忙卸掉，冷霜的質地我很喜歡💕差點直接入手了！香味也是清香很好聞～ 冷霜可以直接用濕紙巾卸掉喔！ 再把美妝蛋用保濕噴霧噴濕後，將妝前乳混合防曬後用美妝蛋均勻拍在臉上，拍完整個臉變好亮修飾的效果也很好👍也差點入手防曬跟妝前💕  重頭戲來了！ 接下來櫃姐用氣墊粉餅全臉輕拍後掃一次修片蜜粉再加上控油蜜粉 上臉後的妝感真的美翻了～ 但昨天回家太晚忘記拍了，有機會自己上妝完再放妝效給大家看💕 希望我的手手跟櫃姐的一樣厲害  最後～放上這次購買的戰利品～ 說好的不買了呢？？？ 原本要買一個旅行組無性生殖變成了一袋🤣  解壓縮後所有產品～ 組合贈送兩個小蜜粉 左1➡️冷霜（櫃上活動贈送） 左2➡️修片蜜粉1g（app兌換）  正貨蜜粉好大一盒 18g $1700  氣墊粉餅$1850  組合贈送小蜜粉 修片蜜粉、控油蜜粉各一  另外更新兩個訊息） ❶嘉義三越的MUFE櫃只是因為改櫃所以才到百貨門口，之後一樣會回櫃內唷！ ❷有朋朋反映說櫃姐說要買正貨才能加價購7g修片蜜粉，我有問過官方Ig，是不用加價購的唷！可以直接單買，而且也有朋朋單買有買到，我再放上對話截圖～  今天的分享就到這邊～ 有喜歡我的分享的朋友歡迎追蹤我的卡稱及Ig 唷！  ,F,"['保養', '情報', '美妝', '底妝', '彩妝']",芋頭波波,tarobobo_lyt,FALSE,1
73,255189499,#分享 蘭芝水酷五件組體驗日記✨#D樂園推推,因緣際會下在活動買到這組旅行組 先總結一句 這套旅行組絕對適合愛旅行人！(⸝⸝•̀֊•́⸝⸝)  五件組內容物： 💧修護保濕醒肌露（水潤） 高保濕化妝水，標榜添加補水複合配方™&維他命B5 ，實際上擦起來很舒服也很容易吸收！ 推薦程度：🌕🌕🌕🌕🌗  💧修護保濕導入液 官方說詞是可以給予肌膚不油膩的清新水分感，調節肌膚失衡的油水平衡 但實際上小女子我用起來就是覺得吸收有點太快，都不知道到底有沒有擦進去（？） 推薦程度：🌕🌕🌕🌗🌑  💧修護保濕霜（水潤） 標榜長效潤澤、強力蓄水、三重修護肌膚的屏障👨🏻‍⚕️ 對我來說體感真的有比較滋潤的感覺，而且不會很黏膩，是其中最喜歡的一個！ 推薦程度：🌕🌕🌕🌕🌖  💧修護保濕精華 官網是說會立即提升肌膚六倍保水力🤣 小女子是沒感受到有這麼強，但疊擦下不會感覺很厚重，實際有改善膚況 推薦程度：🌕🌕🌕🌕🌗  💧修護保濕眼凍 對眼周細紋、黑眼圈、乾燥三大問題目前用下來覺得還沒看到什麼成效？ （可能使用的時間也不久所以不太準確） 推薦程度：🌕🌕🌕🌑🌑  整體優點絕對是攜帶方便～ 帶出去旅遊幾次後都覺得可以做到很好的妝前保養！ 以上的推薦程度為各別產品的使用心得 整體的旅行組推薦度：🌕🌕🌕🌕🌗  搭配價錢自己覺得是蠻划算的～推薦給大家✈️✈️✈️,F,"['D樂園推推', '分享', '蘭芝我的澎潤我做主']",國立勤益科技大學,,FALSE,1
74,255188495,#分享 旅遊就靠我最喜歡的蘭芝飛行組！✈️ #D樂園推推,一直以來都很喜歡蘭芝的保養品🩵 （重點是蘭芝的藍色我很喜歡啊啊啊） 使用最有心得的是之前為了旅遊購買的旅行組！ 方便外外型也很討喜✨ 乳液那罐已經被我用完了嘿嘿  💧水酷保濕旅行六件組 （但已經有兩個被我用完了嗚嗚）  💧化妝水：8分 50ml已經很夠我旅行用了，而且裡面有一個活塞不會讓你在移動的時候有灑出來的風險！ 質地很輕盈舒服，是會感受到皮膚真的有好好吸收進去的😤  💧保濕精華：9分！！！ 這罐我真的推到爆！ 有一次出門忘記帶別的只帶到這罐想說完蛋，沒想到用這罐保濕後上妝還是維持了一整天都沒有脫妝（感動到哭）🥹  💧洗面乳：6.5分 就是中規中矩的洗面乳，但我覺得體感還是太乾了點，需要馬上擦保養品的那種   💧晚安面膜：9分 這真的超讚！！ 不會浪費時間塗完就去睡覺真的還是有敷面膜的膚況啊！缺點就是他好小一罐我已經用完三小罐了嗚嗚   - 📝畫重點 整體下推薦：9分 本人為混合偏油，真的很喜歡蘭芝輕輕保濕的感覺，擦起來很舒服、很快吸收的特點，旅行組的設計也很方便，如果用完是會再回購的！ ,F,"['旅遊', '蘭芝我的澎潤我做主', '保養', 'D樂園推推', '喜歡']",高雄醫學大學,,FALSE,1
75,255188092,#分享 日系溫柔通勤妝🪞💼挑戰20分鐘完成保養+妝容+編髮⏳,"嗨嗨🙌我是圈٩(〃._.〃)ว 最近換了新公司 我旁邊坐了一個很可愛的地雷系妹子🎀 激起我每天都要認真打扮上班的動力🔥 居然讓要2小時才能出門的我 練就了20分鐘就出門的能力`,､('∀`) '`,､  先放完妝照  先上文字版 影片放最後✨ 以下皆為原相機無修圖濾鏡 但有打光多少有被吃色  📍保養 我在實行早C晚A 妝前保養先擦達特醫的維C 再擠一顆紅豆🫘大小的舒特膚乳液抹開 擦完臉很油我會用吹風機臉部模式 吹10秒左右讓他乾一點  📍編髮 為了讓保養乾一點 先來編髮 編髮請看影片（下次我會再拍更完整的編髮教學 這次編的是下圖這款   📍底妝 我是超級乾肌 所以不喜歡用粉底很容易乾到脫妝 而且我追求很清透的妝感 所以用遮瑕盤及遮瑕膏完成底妝 先用✨Allie防曬-紫陽明妍 讓膚色有透亮感  ✨橘朵黃油盤/bobbi brown遮瑕筆  （以下塗上後都用手指粉撲拍勻） 1.先用手指沾橘粉色矯色黑眼圈 2.再用BB遮瑕筆遮瑕黑眼圈及斑 3.用遮瑕刷沾黃油盤的提亮色提亮淚溝 4.用遮瑕刷沾黃油盤遮瑕色加強遮瑕顴骨斑 5.用手指沾黃油盤綠色矯色臉頰泛紅  再用OOO高光棒提亮鼻基底跟木偶紋 再用手指粉撲拍開  再用酵色牛奶粉 用手指植絨粉撲壓在眼下及顴骨 它是膨脹色用它讓淚溝及蘋果肌澎起來💕 順便當作低調的腮紅ʕ ◦`꒳´◦ʔ  最後用蘿拉蜜思蜜粉+林三益蜜粉刷502定妝  📍眼妝 ✨Clio眼影盤-暖煦小徑 左上色打底 2號色暈染眼尾 用刀鋒刷沾2號色畫臥蠶陰影  ✨Canmake淚袋盤02提亮臥蠶  📍唇妝 ✨laka-salty 塗在嘴唇內側 外側用手指暈開   完妝   📍瀏海整理 從原影片剪出的慢速版   💕特別剪出的慢速臥蠶教學💕 我習慣由瞳孔正下方下第一筆 決定好臥蠶寬度   完整的20分鐘保養+化妝+編髮及瀏海整理影片 影片有加速🤣   有問題都歡迎問我唷❤️ 謝謝大家看完這長長的分享文っ ̫ ‹ ᐝ    👇歡迎來看看我的穿搭唷_(ˆ. ̫ . ˆ_)  #分享 153✨初次挑戰日系淡色女子穿搭 ",F,"['日系', '保養', '美妝', '底妝', '瀏海']",圈圈☁️,circle_0129,FALSE,1
